iteration,isolation,burst_threads,accepted,check_exclusion_ok,check_audit_ok,check_exclusion_detail,check_audit_detail
400,READ COMMITTED,8,8,0,1,entity_id=34000400 attribute='s4_slot' has 7 live rows; expected <= 1,fact=8 audit=1 accepted=8
401,READ COMMITTED,8,8,0,1,entity_id=34000401 attribute='s4_slot' has 3 live rows; expected <= 1,fact=8 audit=8 accepted=8
402,READ COMMITTED,8,8,0,1,entity_id=34000402 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
403,READ COMMITTED,8,8,0,1,entity_id=34000403 attribute='s4_slot' has 7 live rows; expected <= 1,fact=8 audit=4 accepted=8
404,READ COMMITTED,8,8,0,1,entity_id=34000404 attribute='s4_slot' has 5 live rows; expected <= 1,fact=8 audit=13 accepted=8
405,READ COMMITTED,8,8,0,1,entity_id=34000405 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
406,READ COMMITTED,8,8,0,1,entity_id=34000406 attribute='s4_slot' has 3 live rows; expected <= 1,fact=8 audit=5 accepted=8
407,READ COMMITTED,8,8,0,1,entity_id=34000407 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
408,READ COMMITTED,8,8,0,1,entity_id=34000408 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
409,READ COMMITTED,8,8,0,1,entity_id=34000409 attribute='s4_slot' has 3 live rows; expected <= 1,fact=8 audit=6 accepted=8
410,READ COMMITTED,8,8,0,1,entity_id=34000410 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
411,READ COMMITTED,8,8,0,1,entity_id=34000411 attribute='s4_slot' has 7 live rows; expected <= 1,fact=8 audit=7 accepted=8
412,READ COMMITTED,8,8,0,1,entity_id=34000412 attribute='s4_slot' has 7 live rows; expected <= 1,fact=8 audit=1 accepted=8
413,READ COMMITTED,8,8,0,1,entity_id=34000413 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
414,READ COMMITTED,8,8,0,1,entity_id=34000414 attribute='s4_slot' has 6 live rows; expected <= 1,fact=8 audit=3 accepted=8
415,READ COMMITTED,8,8,0,1,entity_id=34000415 attribute='s4_slot' has 7 live rows; expected <= 1,fact=8 audit=4 accepted=8
416,READ COMMITTED,8,8,0,1,entity_id=34000416 attribute='s4_slot' has 7 live rows; expected <= 1,fact=8 audit=1 accepted=8
417,READ COMMITTED,8,8,0,1,entity_id=34000417 attribute='s4_slot' has 7 live rows; expected <= 1,fact=8 audit=3 accepted=8
418,READ COMMITTED,8,8,0,1,entity_id=34000418 attribute='s4_slot' has 7 live rows; expected <= 1,fact=8 audit=4 accepted=8
419,READ COMMITTED,8,8,0,1,entity_id=34000419 attribute='s4_slot' has 5 live rows; expected <= 1,fact=8 audit=12 accepted=8
420,READ COMMITTED,8,8,0,1,entity_id=34000420 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
421,READ COMMITTED,8,8,0,1,entity_id=34000421 attribute='s4_slot' has 3 live rows; expected <= 1,fact=8 audit=7 accepted=8
422,READ COMMITTED,8,8,0,1,entity_id=34000422 attribute='s4_slot' has 4 live rows; expected <= 1,fact=8 audit=4 accepted=8
423,READ COMMITTED,8,8,0,1,entity_id=34000423 attribute='s4_slot' has 6 live rows; expected <= 1,fact=8 audit=11 accepted=8
424,READ COMMITTED,8,8,0,1,entity_id=34000424 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
425,READ COMMITTED,8,8,0,1,entity_id=34000425 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
426,READ COMMITTED,8,8,0,1,entity_id=34000426 attribute='s4_slot' has 5 live rows; expected <= 1,fact=8 audit=7 accepted=8
427,READ COMMITTED,8,8,0,1,entity_id=34000427 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
428,READ COMMITTED,8,8,0,1,entity_id=34000428 attribute='s4_slot' has 7 live rows; expected <= 1,fact=8 audit=1 accepted=8
429,READ COMMITTED,8,8,0,1,entity_id=34000429 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
430,READ COMMITTED,8,8,0,1,entity_id=34000430 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
431,READ COMMITTED,8,8,0,1,entity_id=34000431 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
432,READ COMMITTED,8,8,0,1,entity_id=34000432 attribute='s4_slot' has 6 live rows; expected <= 1,fact=8 audit=10 accepted=8
433,READ COMMITTED,8,8,0,1,entity_id=34000433 attribute='s4_slot' has 5 live rows; expected <= 1,fact=8 audit=3 accepted=8
434,READ COMMITTED,8,8,0,1,entity_id=34000434 attribute='s4_slot' has 4 live rows; expected <= 1,fact=8 audit=13 accepted=8
435,READ COMMITTED,8,8,0,1,entity_id=34000435 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
436,READ COMMITTED,8,8,0,1,entity_id=34000436 attribute='s4_slot' has 3 live rows; expected <= 1,fact=8 audit=12 accepted=8
437,READ COMMITTED,8,8,0,1,entity_id=34000437 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
438,READ COMMITTED,8,8,0,1,entity_id=34000438 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
439,READ COMMITTED,8,8,0,1,entity_id=34000439 attribute='s4_slot' has 5 live rows; expected <= 1,fact=8 audit=5 accepted=8
440,READ COMMITTED,8,8,0,1,entity_id=34000440 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
441,READ COMMITTED,8,8,0,1,entity_id=34000441 attribute='s4_slot' has 7 live rows; expected <= 1,fact=8 audit=1 accepted=8
442,READ COMMITTED,8,8,0,1,entity_id=34000442 attribute='s4_slot' has 7 live rows; expected <= 1,fact=8 audit=2 accepted=8
443,READ COMMITTED,8,8,0,1,entity_id=34000443 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
444,READ COMMITTED,8,8,0,1,entity_id=34000444 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
445,READ COMMITTED,8,8,0,1,entity_id=34000445 attribute='s4_slot' has 5 live rows; expected <= 1,fact=8 audit=3 accepted=8
446,READ COMMITTED,8,8,0,1,entity_id=34000446 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
447,READ COMMITTED,8,8,0,1,entity_id=34000447 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
448,READ COMMITTED,8,8,0,1,entity_id=34000448 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
449,READ COMMITTED,8,8,0,1,entity_id=34000449 attribute='s4_slot' has 7 live rows; expected <= 1,fact=8 audit=4 accepted=8
450,READ COMMITTED,8,8,0,1,entity_id=34000450 attribute='s4_slot' has 3 live rows; expected <= 1,fact=8 audit=13 accepted=8
451,READ COMMITTED,8,8,0,1,entity_id=34000451 attribute='s4_slot' has 2 live rows; expected <= 1,fact=8 audit=7 accepted=8
452,READ COMMITTED,8,8,0,1,entity_id=34000452 attribute='s4_slot' has 3 live rows; expected <= 1,fact=8 audit=9 accepted=8
453,READ COMMITTED,8,8,0,1,entity_id=34000453 attribute='s4_slot' has 2 live rows; expected <= 1,fact=8 audit=6 accepted=8
454,READ COMMITTED,8,8,0,1,entity_id=34000454 attribute='s4_slot' has 4 live rows; expected <= 1,fact=8 audit=4 accepted=8
455,READ COMMITTED,8,8,0,1,entity_id=34000455 attribute='s4_slot' has 4 live rows; expected <= 1,fact=8 audit=8 accepted=8
456,READ COMMITTED,8,8,0,1,entity_id=34000456 attribute='s4_slot' has 6 live rows; expected <= 1,fact=8 audit=7 accepted=8
457,READ COMMITTED,8,8,0,1,entity_id=34000457 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
458,READ COMMITTED,8,8,0,1,entity_id=34000458 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
459,READ COMMITTED,8,8,0,1,entity_id=34000459 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
460,READ COMMITTED,8,8,0,1,entity_id=34000460 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
461,READ COMMITTED,8,8,0,1,entity_id=34000461 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
462,READ COMMITTED,8,8,0,1,entity_id=34000462 attribute='s4_slot' has 6 live rows; expected <= 1,fact=8 audit=6 accepted=8
463,READ COMMITTED,8,8,0,1,entity_id=34000463 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
464,READ COMMITTED,8,8,0,1,entity_id=34000464 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
465,READ COMMITTED,8,8,0,1,entity_id=34000465 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
466,READ COMMITTED,8,8,0,1,entity_id=34000466 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
467,READ COMMITTED,8,8,0,1,entity_id=34000467 attribute='s4_slot' has 2 live rows; expected <= 1,fact=8 audit=12 accepted=8
468,READ COMMITTED,8,8,0,1,entity_id=34000468 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
469,READ COMMITTED,8,8,0,1,entity_id=34000469 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
470,READ COMMITTED,8,8,0,1,entity_id=34000470 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
471,READ COMMITTED,8,8,0,1,entity_id=34000471 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
472,READ COMMITTED,8,8,0,1,entity_id=34000472 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
473,READ COMMITTED,8,8,0,1,entity_id=34000473 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
474,READ COMMITTED,8,8,0,1,entity_id=34000474 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
475,READ COMMITTED,8,8,0,1,entity_id=34000475 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
476,READ COMMITTED,8,8,0,1,entity_id=34000476 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
477,READ COMMITTED,8,8,0,1,entity_id=34000477 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
478,READ COMMITTED,8,8,0,1,entity_id=34000478 attribute='s4_slot' has 7 live rows; expected <= 1,fact=8 audit=1 accepted=8
479,READ COMMITTED,8,8,0,1,entity_id=34000479 attribute='s4_slot' has 2 live rows; expected <= 1,fact=8 audit=6 accepted=8
480,READ COMMITTED,8,8,0,1,entity_id=34000480 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
481,READ COMMITTED,8,8,0,1,entity_id=34000481 attribute='s4_slot' has 7 live rows; expected <= 1,fact=8 audit=1 accepted=8
482,READ COMMITTED,8,8,0,1,entity_id=34000482 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
483,READ COMMITTED,8,8,0,1,entity_id=34000483 attribute='s4_slot' has 7 live rows; expected <= 1,fact=8 audit=1 accepted=8
484,READ COMMITTED,8,8,0,1,entity_id=34000484 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
485,READ COMMITTED,8,8,0,1,entity_id=34000485 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
486,READ COMMITTED,8,8,0,1,entity_id=34000486 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
487,READ COMMITTED,8,8,1,1,,fact=8 audit=7 accepted=8
488,READ COMMITTED,8,8,0,1,entity_id=34000488 attribute='s4_slot' has 6 live rows; expected <= 1,fact=8 audit=4 accepted=8
489,READ COMMITTED,8,8,0,1,entity_id=34000489 attribute='s4_slot' has 4 live rows; expected <= 1,fact=8 audit=10 accepted=8
490,READ COMMITTED,8,8,0,1,entity_id=34000490 attribute='s4_slot' has 5 live rows; expected <= 1,fact=8 audit=7 accepted=8
491,READ COMMITTED,8,8,0,1,entity_id=34000491 attribute='s4_slot' has 7 live rows; expected <= 1,fact=8 audit=1 accepted=8
492,READ COMMITTED,8,8,0,1,entity_id=34000492 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
493,READ COMMITTED,8,8,0,1,entity_id=34000493 attribute='s4_slot' has 6 live rows; expected <= 1,fact=8 audit=2 accepted=8
494,READ COMMITTED,8,8,0,1,entity_id=34000494 attribute='s4_slot' has 7 live rows; expected <= 1,fact=8 audit=4 accepted=8
495,READ COMMITTED,8,8,0,1,entity_id=34000495 attribute='s4_slot' has 6 live rows; expected <= 1,fact=8 audit=3 accepted=8
496,READ COMMITTED,8,8,0,1,entity_id=34000496 attribute='s4_slot' has 5 live rows; expected <= 1,fact=8 audit=6 accepted=8
497,READ COMMITTED,8,8,0,1,entity_id=34000497 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
498,READ COMMITTED,8,8,1,1,,fact=8 audit=7 accepted=8
499,READ COMMITTED,8,8,0,1,entity_id=34000499 attribute='s4_slot' has 8 live rows; expected <= 1,fact=8 audit=0 accepted=8
